"Autosomal recessive hereditary sensory and autonomic neuropathy";0
"Autosomal dominant slowed nerve conduction velocity";0
"Neurological channelopathy";3
"Channelopathy";654
"Charlie M syndrome";5
"Neuro-ophthalmological disease";4
"Hair defect-photosensitivity-intellectual disability syndrome";0
"Joubert syndrome and related disorders";31
"Acute respiratory coronavirus infection";0
"Woolly hair-hypotrichosis-everted lower lip-outstanding ears syndrome";0
"Hyperlipidemia due to hepatic triglyceride lipase deficiency";0
"Brachydactyly type B2";4
"Stapes ankylosis with broad thumbs and toes";0
"Autosomal recessive limb-girdle muscular dystrophy type 2J";0
"Benign familial neonatal-infantile seizures";28
"Linear atrophoderma of Moulin";14
"Lelis syndrome";1
"Short stature due to primary acid-labile subunit deficiency";0
"CLOVES syndrome";27
"Low-flow priapism";59
"Syndactyly-telecanthus-anogenital and renal malformations syndrome";0
"Autosomal dominant macrothrombocytopenia";17
"Bilateral microtia-deafness-cleft palate syndrome";0
"Palmoplantar keratoderma, Nagashima type";0
"Saldino-Mainzer syndrome";5
"RHYNS syndrome";1
"Primary central nervous system vasculitis";43
"Orofaciodigital syndrome";73
"Canavan disease";230
"Uncombable hair syndrome";26
"Orofaciodigital syndrome type 11";0
"Orofaciodigital syndrome type 9";0
"First branchial cleft anomaly";31
"Second branchial cleft anomaly";7
"Third branchial cleft anomaly";0
"Fourth branchial cleft anomaly";4
"Cervical dermoid cyst";2
"Facial dermoid cyst";0
"Commissural lip fistula";1
"Lower lip fistula";1
"Cervicofacial fibrochondroma";0
"Digestive duplication cyst of the tongue";0
"External auditory canal aplasia/hypoplasia";0
"Epignathus";103
"Nasolacrimal duct cyst";12
"Polyrrhinia";0
"Supernumerary nostril";20
"Proboscis lateralis";36
"Nasal dermoid cyst";21
"Nasopharyngeal teratoma";50
"Nasal glial heterotopia";11
"Nasal ganglioglioma";0
"Nasal encephalocele";16
"Congenital subglottic stenosis";57
"Congenital laryngeal cyst";14
"Congenital tracheal stenosis";203
"Oculo-auriculo-vertebral spectrum";85
"Hemifacial microsomia";573
"Hemifacial hypertrophy";30
"Hemifacial myohyperplasia";4
"Isolated congenital hypoglossia/aglossia";0
"Glossopalatine ankylosis";8
"Frontonasal arteriovenous malformation";0
"Maxillary arteriovenous malformation";5
"Mandibular arteriovenous malformation";13
"Non-involuting congenital hemangioma";8
"Rapidly involuting congenital hemangioma";35
"Cerebrofacial arteriovenous metameric syndrome";4
"Cerebrofacial arteriovenous metameric syndrome type 1";0
"Cerebrofacial arteriovenous metameric syndrome type 3";0
"Tarsal-carpal coalition syndrome";7
"Diffuse lymphatic malformation";0
"Isolated congenital syngnathia";0
"Nasal dorsum fistula/cyst";0
"Facial cleft";297
"Median facial cleft";12
"Median cleft of the upper lip and maxilla";0
"Paramedian nasal cleft";0
"Oblique facial cleft";31
"Tessier number 4 facial cleft";0
"Tessier number 5 facial cleft";0
"Tessier number 6 facial cleft";0
"Lateral facial cleft";16
"Commissural facial cleft";0
"Midline cervical cleft";36
"Cleft lip and alveolus";93
"Orofaciodigital syndrome type 12";0
"Orofaciodigital syndrome type 13";0
"Biemond syndrome type 2";1
"Cholestasis-lymphedema syndrome";1
"Cholestasis-pigmentary retinopathy-cleft palate syndrome";0
"Familial calcium pyrophosphate deposition";0
"Anaplastic thyroid carcinoma";899
"Lethal chondrodysplasia, Moerman type";0
"Lethal chondrodysplasia, Seller type";0
"Chondrodysplasia-disorder of sex development syndrome";0
"Lethal recessive chondrodysplasia";0
"Desbuquois syndrome";21
"Greenberg dysplasia";10
"Otospondylomegaepiphyseal dysplasia";8
"Familial chondromalacia patellae";0
"Benign familial chorea";9
"Parathyroid carcinoma";723
"Paroxysmal dyskinesia";89
"Autosomal dominant chorioretinopathy-microcephaly syndrome";0
"Choroidal atrophy-alopecia syndrome";0
"Choroideremia-hypopituitarism syndrome";0
"Choroideremia-deafness-obesity syndrome";0
"Skeletal dysplasia-intellectual disability syndrome";0
"Ring chromosome 1";15
"Ring chromosome 10";10
"Ring chromosome 12";9
"Lynch syndrome";1719
"Ring chromosome 14";48
"Ring chromosome 17";17
"Ring chromosome 18";48
"Ring chromosome 19";8
"Ring chromosome 20";57
"Ring chromosome 21";54
"Ring chromosome 22";40
"Ring chromosome 4";32
"Ring chromosome 6";31
"Ring chromosome 7";25
"Hereditary breast and ovarian cancer syndrome";224
"Chromosome 8-derived supernumerary ring/marker";0
"CINCA syndrome";68
"Cleidocranial dysplasia";422
"Cleidorhizomelic syndrome";0
"Joubert syndrome with hepatic defect";0
"Autosomal dominant coarctation of aorta";0
"Atypical coarctation of aorta";0
"Aorta coarctation";41
"CODAS syndrome";8
"Celiac disease-epilepsy-cerebral calcification syndrome";0
"Differentiated thyroid carcinoma";2296
"Isolated CoQ-cytochrome C reductase deficiency";0
"Criss-cross heart";44
"Triatrial heart";11
"Univentricular heart";522
"Coffin-Siris syndrome";93
"COFS syndrome";29
"Cogan syndrome";129
"Carbamoyl-phosphate synthetase 1 deficiency";9
"Coloboma of macula-brachydactyly type B syndrome";0
"Uveal coloboma-cleft lip and palate-intellectual disability";0
"Colobomatous-microphthalmia-heart disease-hearing loss syndrome";0
"Renal coloboma syndrome";48
"Interatrial communication";263
"Atrial septal defect-atrioventricular conduction defects syndrome";0
"Multiple carboxylase deficiency";128
"Gonococcal conjunctivitis";50
"Contractures-ectodermal dysplasia-cleft lip/palate syndrome";0
"Arthrogryposis-hyperkeratosis syndrome, lethal form";0
"Lethal congenital contracture syndrome type 1";0
"Cooks syndrome";4
"Cooper-Jabs syndrome";0
"Whooping cough";3453
"Corneal dystrophy-perceptive deafness syndrome";0
"Corpus callosum agenesis-double urinary collecting system syndrome";0
"Vici syndrome";22
"Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome";0
"Corpus callosum agenesis-neuronopathy syndrome";0
"X-linked complicated corpus callosum dysgenesis";0
"Achondroplasia";1244
"Nasopharyngeal carcinoma";8603
"Adrenocortical carcinoma";1817
"Short rib-polydactyly syndrome";136
"Thin ribs-tubular bones-dysmorphism syndrome";0
"Autosomal recessive Robinow syndrome";15
"Coxoauricular syndrome";1
"Coxopodopatellar syndrome";1
"Crane-Heise syndrome";3
"Craniodiaphyseal dysplasia";24
"Craniodigital syndrome-intellectual disability syndrome";0
"Cranioectodermal dysplasia";24
"Craniofacial dyssynostosis";6
"Hypertrichotic osteochondrodysplasia, Cantu type";0
"Hypertelorism, Teebi type";0
"Craniofrontonasal dysplasia";45
"Craniofrontonasal dysplasia-Poland anomaly syndrome";0
"Craniometaphyseal dysplasia";78
"Craniomicromelic syndrome";3
"Cranio-osteoarthropathy";4
"Craniosynostosis, Philadelphia type";1
"Craniotelencephalic dysplasia";4
"Craniofacial-deafness-hand syndrome";5
"Craniosynostosis-cataract syndrome";0
"Craniosynostosis";2686
"Gómez-López-Hernández syndrome";21
"Craniosynostosis-fibular aplasia syndrome";0
"Craniosynostosis-dysmorphism-brachydactyly syndrome";0
"Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome";0
"Familial isolated dilated cardiomyopathy";0
"Jackson-Weiss syndrome";17
"Craniosynostosis, Boston type";0
"Benign focal seizures of adolescence";0
"Crisponi syndrome";20
"Cryptococcosis";3884
"Cryptomicrotia-brachydactyly-excess fingertip arch syndrome";0
"Cryptorchidism-arachnodactyly-intellectual disability syndrome";0
"Cryptosporidiosis";2837
"Familial benign copper deficiency";2
"Currarino triad";84
"Curry-Jones syndrome";5
"Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome";0
"Cutis marmorata telangiectatica congenita";150
"Cutis verticis gyrata-intellectual disability syndrome";0
"Rare head and neck malformation";0
"Cysts and fistulae of the face and oral cavity";0
"Pinnae fistula or cyst";0
"Paramedian facial cleft";4
"Submucosal cleft palate";24
"Coloboma of superior eyelid";0
"Coloboma of inferior eyelid";0
"Otomandibular dysplasia";8
"Mandibulofacial dysostosis";762
"Carnitine palmitoyl transferase 1A deficiency";6
"Cysticercosis";2427
"Primary glaucoma";295
"Keratoconus";4079
"Fatal infantile cytochrome C oxidase deficiency";3
"Predominantly large-vessel vasculitis";0
"Predominantly medium-vessel vasculitis";0
"Predominantly small-vessel vasculitis";2
"Immune complex mediated vasculitis";42
"Anti-neutrophil cytoplasmic antibody-associated vasculitis";949
"Lipoatrophy with diabetes, leukomelanodermic papules, liver steatosis, and hypertrophic cardiomyopathy";0
"Isolated dystonia";37
"Nephropathy-associated ciliopathy";0
"Retinal ciliopathy";10
"Retinal ciliopathy due to mutation in the retinitis pigmentosa-1 gene";0
"Retinal ciliopathy due to mutation in the RPGR gene";0
"Retinal ciliopathy due to mutation in the RPGRIP gene";0
"Retinal ciliopathy due to mutation in Usher gene";0
"Retinal ciliopathy due to mutation in nephronophthisis gene";0
"Retinal ciliopathy due to mutation in Bardet-Biedl gene";0
"Dacryocystitis-osteopoikilosis syndrome";0
"Otomandibular dysplasia associated with monogenic syndromes";0
"Macroglossia";817
"Hypoglossia/aglossia";2
"Oromandibular-limb anomalies syndrome";0
"Paralytic facial malformation";0
"Facial arteriovenous malformation";8
"Syndrome or malformation associated with head and neck malformations";0
"Pinnae and external auditory canal anomaly";0
"Nose and cavum anomaly";0
"Larynx anomaly";0
"Tracheal anomaly";13
"Dahlberg-Borer-Newcomer syndrome";0
"Dandy-Walker malformation-facial hemangioma syndrome";0
"Rare syndrome with cardiac malformations";0
"Dandy-Walker malformation-postaxial polydactyly syndrome";0
"Rare genetic hepatic disease";0
"Genetic parenchymatous liver disease";0
"Genetic biliary tract disease";0
"Rare genetic respiratory disease";0
"Rare genetic urogenital disease";0
"Genetic urogenital tract malformation";0
"Genetic hypertension";160
"Rare genetic endocrine disease";0
"Genetic endocrine growth disease";0
"Piepkorn dysplasia";1
"Spondyloepimetaphyseal dysplasia, matrilin-3 type";0
"Dyssegmental dysplasia, Rolland-Desbuquois type";3
"X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome";0
"De Sanctis-Cacchione syndrome";19
"Carnitine palmitoyltransferase II deficiency";73
"Symbrachydactyly of hands and feet";0
"Knobloch syndrome";38
"Common variable immunodeficiency";1917
"Hereditary hypophosphatemic rickets with hypercalciuria";0
"Hypotrichosis with juvenile macular degeneration";0
"Retinal degeneration-nanophthalmos-glaucoma syndrome";0
"Infantile striatothalamic degeneration";0
"Infantile bilateral striatal necrosis";18
"Infantile thalamic degeneration";1
"Congenital or early infantile CACH syndrome";0
"Late infantile CACH syndrome";0
"Juvenile or adult CACH syndrome";0
"Situs ambiguus";68
"Hypospadias-hypertelorism-coloboma and deafness syndrome";0
"Epithelioid hemangioendothelioma";818
"Hereditary mixed polyposis syndrome";29
"Hyperplastic polyposis syndrome";28
"Dehydratase deficiency";30
"Mesoaxial synostotic syndactyly with phalangeal reduction";0
"Congenital pseudoarthrosis of the limbs";0
"Cold-induced sweating syndrome";15
"Klüver-Bucy syndrome";148
"Congenital epulis";140
"Craniorhiny";3
"Paroxysmal hemicrania";312
"Trigeminal autonomic cephalalgia";64
"Neuroferritinopathy";62
"Pantothenate kinase-associated neurodegeneration";333
"HARP syndrome";6
"Huntington disease-like 1";5
"Huntington disease-like 3";0
"Combined immunodeficiency with skin granulomas";0
"ANE syndrome";4
"Oculoauricular syndrome, Schorderet type";0
"Ehlers-Danlos syndrome, spondylocheirodysplastic type";0
"Congenital muscular dystrophy due to LMNA mutation";0
"Non-Langerhans cell histiocytosis";1224
"Generalized eruptive histiocytosis";13
"Benign cephalic histiocytosis";27
"Systemic primary carnitine deficiency";10
"Distal monosomy 10p";0
"Juvenile xanthogranuloma";575
"Xanthoma disseminatum";79
"Papular xanthoma";17
"Necrobiotic xanthogranuloma";149
"Rosaï-Dorfman disease";661
"Indeterminate cell histiocytosis";25
"Progressive nodular histiocytosis";12
"Hereditary progressive mucinous histiocytosis";8
"Sea-blue histiocytosis";36
"Hemophagocytic syndrome";1225
"Primary hemophagocytic lymphohistiocytosis";30
"Secondary hemophagocytic lymphohistiocytosis";84
"Hemophagocytic syndrome associated with an infection";0
"Acquired hemophagocytic lymphohistiocytosis associated with malignant disease";0
"Macrophage activation syndrome";416
"Non-distal monosomy 10q";0
"Genetic dementia";3
"Huntington disease-like syndrome";3
"Rare genetic hematologic disease";0
"Suprabasal epidermolysis bullosa simplex";0
"Basal epidermolysis bullosa simplex";3
"Epidermolysis bullosa simplex due to plakophilin deficiency";0
"Acral dystrophic epidermolysis bullosa";0
"Dystrophic epidermolysis bullosa, nails only";0
"Epidermolysis bullosa simplex with circinate migratory erythema";0
"Epidermolysis bullosa simplex with pyloric atresia";0
"Lethal acantholytic epidermolysis bullosa";4
"Monosomy 13q14";0
"Typical urticaria pigmentosa";0
"Plaque-form urticaria pigmentosa";0
"Nodular urticaria pigmentosa";0
"Smouldering systemic mastocytosis";0
"Isolated bone marrow mastocytosis";2
"Lymphoadenopathic mastocytosis with eosinophilia";0
"Classic mast cell leukemia";0
"Aleukemic mast cell leukemia";3
"Carnitine-acylcarnitine translocase deficiency";31
"Distal monosomy 13q";0
"Distal monosomy 15q";0
"Distal monosomy 17q";0
"Monosomy 18p";42
"Blue cone monochromatism";39
"Castleman disease";582
"Monosomy 18q";16
"Cap polyposis";22
"1p36 deletion syndrome";65
"2q24 microdeletion syndrome";0
"Cataract-glaucoma syndrome";0
"Distal monosomy 3p";0
"3q13 microdeletion syndrome";0
"Isolated congenital nasal pyriform aperture stenosis";0
"Congenital nasal pyriform aperture stenosis with holoprosencephaly";0
"Isolated congenital auditory ossicle malformation";0
"Deletion 5q35";3
"Hereditary hyperferritinemia with congenital cataracts";0
"Non-syndromic cerebral malformation due to abnormal neuronal migration";0
"Subacute cutaneous lupus erythematosus";400
"Chronic cutaneous lupus erythematosus";96
"Rare bacterial infectious disease";0
"Rare viral disease";4
"Rare parasitic disease";32
"Rare mycosis";13
"Hb Bart's hydrops fetalis";76
"Distal monosomy 7q36";0
"Bile acid synthesis defect with cholestasis and malabsorption";0
"Maffucci syndrome";87
"Rare disorder related with pregnancy, childbirth and puerperium";0
"Spondyloepiphyseal dysplasia, Nishimura type";0
"Spondyloepiphyseal dysplasia, Cantu type";0
"Spondyloepiphyseal dysplasia, Reardon type";0
"Spondyloepiphyseal dysplasia tarda, Kohn type";0
"Spondyloepiphyseal dysplasia, MacDermot type";0
"Spondyloepiphyseal dysplasia, Byers type";0
"Cortical dysplasia-focal epilepsy syndrome";9
"Leukoencephalopathy-dystonia-motor neuropathy syndrome";0
"Hypotonia-cystinuria syndrome";12
"2p21 microdeletion syndrome";0
"Action myoclonus-renal failure syndrome";15
"Alveolar soft-tissue sarcoma";15
"Febrile infection-related epilepsy syndrome";31
"Cryptogenic late-onset epileptic spasms";0
"Benign familial mesial temporal lobe epilepsy";0
"Rolandic epilepsy-speech dyspraxia syndrome";0
"Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome";0
"Neurologic Waardenburg-Shah syndrome";0
"Limbic encephalitis";858
"Paraneoplastic limbic encephalitis";161
"Classic paraneoplastic limbic encephalitis";0
"Limbic encephalitis associated with antibodies to cell membrane antigens";0
"Limbic encephalitis with LGI1 antibodies";0
"Limbic encephalitis with nCMAgs antibodies";0
"Non-paraneoplastic limbic encephalitis";19
"Posttransplant acute limbic encephalitis";0
"Non-herpetic acute limbic encephalitis";31
"Pustulosis palmaris et plantaris";119
"Acrodermatitis continua suppurativa of Hallopeau";0
"Atopic keratoconjunctivitis";227
"X-linked intellectual disability, Najm type";0
"X-linked intellectual disability, Raymond type";0
"X-linked intellectual disability, Nascimento type";0
"X-linked cerebral-cerebellar-coloboma syndrome syndrome";0
